primarily	11013
agreed	11001
hit	10989
west	10977
heat	10965
security	10953
david	10941
claimed	10929
positive	10917
easily	10905
environment	10893
scientific	10881
going	10870
regions	10858
isbn	10846
ball	10834
tradition	10823
reach	10811
requires	10799
extended	10787
charge	10776
female	10764
face	10753
serve	10741
equal	10730
italy	10718
letters	10707
refused	10695
immediately	10684
believe	10672
supply	10661
effective	10650
internal	10638
versions	10627
cultural	10616
leave	10604
th	10593
mainly	10582
negative	10571
soldiers	10560
question	10549
spread	10537
suggested	10526
paul	10515
difference	10504
unique	10493
fully	10482
musical	10471
relations	10460
civil	10449
cover	10438
something	10428
board	10417
becoming	10406
famous	10395
hard	10384
plants	10373
situation	10363
workers	10352
indian	10341
shot	10331
medical	10320
risk	10309
device	10299
decision	10288
techniques	10277
weeks	10267
previously	10256
western	10246
phase	10235
responsible	10225
purpose	10215
race	10204
article	10194
gives	10183
reference	10173
giving	10163
authority	10152
critical	10142
sets	10132
italian	10121
ideas	10111
california	10101
growing	10091
element	10081
instance	10070
kept	10060
moving	10050
rock	10040
share	10030
nuclear	10020
causes	10010
reduce	10000
vote	9990
efforts	9980
table	9970
output	9960
car	9950
determined	9940
win	9930
era	9921
notes	9911
finally	9901
ordered	9891
application	9881
develop	9872
distribution	9862
represented	9852
leaving	9843
quite	9833
woman	9823
devices	9814
contrast	9804
offer	9794
tried	9785
presence	9775
mean	9766
scale	9756
us	9747
river	9737
collection	9728
content	9718
says	9709
powerful	9699
comes	9690
humans	9681
travel	9671
resulted	9662
proved	9653
african	9643
combined	9634
road	9625
felt	9615
page	9606
receive	9597
tax	9588
address	9579
teams	9569
connected	9560
pay	9551
annual	9542
despite	9533
disease	9524
birth	9515
closed	9506
kind	9497
agreement	9488
actual	9479
price	9470
claim	9461
goal	9452
management	9443
flight	9434
rise	9425
fuel	9416
brother	9407
maximum	9398
month	9390
presented	9381
write	9372
east	9363
male	9355
gold	9346
reaction	9337
powers	9328
resources	9320
latter	9311
plant	9302
middle	9294
motion	9285
observed	9276
rates	9268
your	9259
currently	9251
station	9242
appearance	9234
volume	9225
avoid	9217
consists	9208
deal	9200
families	9191
argued	9183
room	9174
scene	9166
user	9158
depending	9149
advantage	9141
weapons	9132
target	9124
prior	9116
records	9107
temperatures	9099
speech	9091
spent	9083
focus	9074
mission	9066
dead	9058
constant	9050
existence	9042
lived	9033
daughter	9025
signed	9017
relative	9009
blue	9001
occurred	8993
helped	8985
damage	8977
meant	8969
actions	8961
professional	8953
friends	8945
contact	8937
places	8929
solution	8921
asia	8913
beyond	8905
meeting	8897
structures	8889
standards	8881
care	8873
exchange	8865
peace	8857
sequence	8850
carry	8842
county	8834
nor	8826
organization	8818
chemical	8811
showed	8803
factors	8795
federal	8787
transport	8780
capacity	8772
washington	8764
e	8757
meet	8749
claims	8741
upper	8734
pass	8726
perform	8718
attacks	8711
extremely	8703
effort	8696
opening	8688
tend	8681
initially	8673
literature	8666
alone	8658
attention	8651
paid	8643
sides	8636
useful	8628
centuries	8621
fixed	8613
follow	8606
winter	8598
thomas	8591
crew	8584
origin	8576
serious	8569
alternative	8562
differences	8554
featured	8547
centre	8540
pieces	8532
strength	8525
measure	8518
examples	8511
track	8503
plans	8496
officers	8489
shape	8482
star	8475
richard	8467
joined	8460
refer	8453
command	8446
existing	8439
cards	8432
leaders	8425
figure	8418
plays	8410
louis	8403
piece	8396
houses	8389
classes	8382
conflict	8375
fields	8368
stars	8361
composed	8354
positions	8347
vary	8340
round	8333
gain	8326
seealso	8319
impact	8313
slightly	8306
behavior	8299
look	8292
nothing	8285
raised	8278
hands	8271
reasons	8264
toward	8258
choice	8251
heart	8244
identified	8237
creating	8230
maintain	8224
refers	8217
condition	8210
constructed	8203
overall	8197
reading	8190
marked	8183
fourth	8177
division	8170
failure	8163
saying	8157
tour	8150
recently	8143
formal	8137
unable	8130
needs	8123
mind	8117
stations	8110
digital	8104
religion	8097
spain	8091
think	8084
grew	8078
represent	8071
typical	8065
parents	8058
display	8052
competition	8045
acid	8039
fell	8032
week	8026
determine	8019
protection	8013
wave	8006
users	8000
build	7994
processes	7987
projects	7981
technique	7974
fish	7968
cast	7962
drive	7955
starting	7949
expanded	7943
affected	7937
entirely	7930
combination	7924
forward	7918
resistance	7911
entered	7905
factor	7899
equivalent	7893
attempts	7886
episode	7880
attempted	7874
providing	7868
sector	7862
external	7855
increases	7849
university	7843
ice	7837
ones	7831
achieved	7825
decades	7819
expressed	7812
americans	7806
double	7800
demand	7794
regarded	7788
architecture	7782
audience	7776
issued	7770
fight	7764
citizens	7758
match	7752
aid	7746
limit	7740
sexual	7734
goods	7728
seems	7722
costs	7716
distinct	7710
granted	7704
perhaps	7698
improved	7692
green	7686
file	7680
importance	7675
electric	7669
significantly	7663
dna	7657
cycle	7651
normally	7645
components	7639
describes	7634
creation	7628
tv	7622
layer	7616
tree	7610
bring	7605
fighting	7599
stop	7593
core	7587
format	7582
increasingly	7576
thousands	7570
animal	7564
leader	7559
understanding	7553
break	7547
unknown	7541
classical	7536
extensive	7530
sign	7524
israel	7519
host	7513
causing	7508
destroyed	7502
protect	7496
describe	7491
peter	7485
arrived	7479
square	7474
voice	7468
industrial	7463
purposes	7457
magnetic	7452
containing	7446
finished	7440
follows	7435
nation	7429
rare	7424
cars	7418
continues	7413
planned	7407
radiation	7402
recording	7396
advanced	7391
engines	7386
principle	7380
student	7375
islands	7369
philosophy	7364
sought	7358
officials	7353
rapidly	7348
recognized	7342
secondary	7337
particles	7331
pattern	7326
staff	7321
covered	7315
runs	7310
traffic	7305
awarded	7299
lives	7294
deep	7289
expansion	7283
identity	7278
context	7273
controlled	7267
images	7262
organizations	7257
derived	7252
ireland	7246
administration	7241
bodies	7236
opposed	7231
friend	7225
chosen	7220
greatly	7215
designs	7210
nations	7205
surrounding	7199
urban	7194
zero	7189
otherwise	7184
error	7179
native	7174
setting	7168
gained	7163
why	7158
territory	7153
acts	7148
artists	7143
communication	7138
launched	7133
regional	7128
card	7123
freedom	7117
coast	7112
visible	7107
begin	7102
contract	7097
arms	7092
showing	7087
message	7082
generation	7077
mary	7072
nine	7067
leaves	7062
stone	7057
ran	7052
global	7047
popularity	7042
broadcast	7037
minor	7032
sites	7027
instruments	7022
improve	7018
wall	7013
contemporary	7008
soil	7003
edward	6998
carbon	6993
conducted	6988
symbol	6983
operate	6978
somewhat	6974
news	6969
communities	6964
developing	6959
influenced	6954
domestic	6949
port	6944
machines	6940
figures	6935
views	6930
got	6925
declared	6920
note	6916
search	6911
contained	6906
employed	6901
input	6897
step	6892
bridge	6887
respect	6882
worldwide	6878
captured	6873
want	6868
maintained	6863
route	6859
achieve	6854
publication	6849
consider	6845
magazine	6840
orders	6835
winning	6831
formation	6826
australian	6821
ring	6817
reports	6812
onto	6807
subsequent	6803
details	6798
safety	6793
storage	6789
plane	6784
climate	6780
accept	6775
connection	6770
dark	6766
managed	6761
practical	6757
shared	6752
measures	6748
visit	6743
capable	6739
movie	6734
spring	6729
calls	6725
independence	6720
obtained	6716
aspects	6711
dance	6707
learning	6702
opposition	6698
begins	6693
towns	6689
split	6684
brain	6680
jews	6676
technical	6671
directed	6667
introduction	6662
belief	6658
border	6653
owned	6649
chicago	6645
doing	6640
involves	6636
suffered	6631
transfer	6627
offers	6623
enemy	6618
correct	6614
possibly	6609
oxygen	6605
greatest	6601
exists	6596
measured	6592
closely	6588
policies	6583
dedicated	6579
press	6575
producing	6570
scholars	6566
steel	6562
heard	6557
accounts	6553
usage	6549
computers	6545
daily	6540
walls	6536
canadian	6532
fiction	6527
rejected	6523
stable	6519
score	6515
engineering	6510
ensure	6506
indicate	6502
mentioned	6498
eastern	6494
path	6489
skin	6485
proper	6481
trial	6477
oldest	6472
statement	6468
mixed	6464
officially	6460
portion	6456
reality	6452
dry	6447
heavily	6443
height	6439
authors	6435
fast	6431
hundred	6427
specifically	6423
author	6418
block	6414
channel	6410
string	6406
mexico	6402
jesus	6398
institutions	6394
instrument	6390
residents	6386
combat	6382
selected	6378
vehicles	6373
coming	6369
manner	6365
rarely	6361
irish	6357
goes	6353
hot	6349
pair	6345
royal	6341
neither	6337
organized	6333
effectively	6329
expensive	6325
really	6321
suggests	6317
processing	6313
opposite	6309
severe	6305
operated	6301
depends	6297
characteristics	6293
regarding	6289
yards	6285
enter	6281
interests	6277
glass	6274
college	6270
practices	6266
testing	6262
bands	6258
trees	6254
ends	6250
facilities	6246
faith	6242
grow	6238
slow	6234
armed	6231
churches	6227
mode	6223
background	6219
job	6215
writers	6211
defeated	6207
cable	6203
leadership	6200
transmission	6196
patterns	6192
thing	6188
dutch	6184
density	6180
attached	6177
big	6173
bottom	6169
atmosphere	6165
networks	6161
degrees	6158
dropped	6154
electronic	6150
i	6146
strongly	6143
items	6139
roles	6135
translation	6131
pages	6127
apply	6124
assigned	6120
signals	6116
extent	6112
viewed	6109
michael	6105
debate	6101
minimum	6098
periods	6094
programming	6090
visited	6086
ultimately	6083
frame	6079
hardware	6075
prices	6072
whereas	6068
establish	6064
permanent	6061
holds	6057
strategy	6053
escape	6050
authorities	6046
acting	6042
join	6039
listed	6035
sex	6031
edge	6028
screen	6024
decade	6020
critics	6017
cold	6013
continuous	6010
generated	6006
solid	6002
violence	5999
liquid	5995
iron	5992
investment	5988
sufficient	5984
composition	5981
broke	5977
experienced	5974
et	5970
exactly	5967
map	5963
ratio	5959
documents	5956
anything	5952
questions	5949
twice	5945
converted	5942
elections	5938
slaves	5935
threat	5931
studio	5928
contributed	5924
household	5921
wind	5917
train	5914
truth	5910
changing	5907
rural	5903
sales	5900
secret	5896
bus	5893
football	5889
movements	5886
theories	5882
labor	5879
modified	5875
christ	5872
cross	5869
expression	5865
stock	5862
atoms	5858
chain	5855
earth	5851
leads	5848
understand	5845
box	5841
impossible	5838
principles	5834
requirements	5831
weather	5828
considerable	5824
director	5821
earliest	5817
vehicle	5814
moral	5811
johnson	5807
district	5804
literary	5800
respectively	5797
am	5794
prepared	5790
subsequently	5787
preferred	5784
trying	5780
sports	5777
mechanism	5774
concerned	5770
courts	5767
task	5764
treated	5760
voltage	5757
translated	5754
hydrogen	5750
inspired	5747
victory	5744
advance	5741
appropriate	5737
faster	5734
nearby	5731
theme	5727
drawn	5724
standing	5721
arts	5718
parallel	5714
adding	5711
component	5708
relationships	5705
waves	5701
focused	5698
kill	5695
locations	5692
notable	5688
printed	5685
separated	5682
resolution	5679
tools	5675
officer	5672
essential	5669
medium	5666
opportunity	5663
solar	5659
teaching	5656
argument	5653
don't	5650
columbia	5647
gdp	5643
cultures	5640
painting	5637
tests	5634
bit	5631
amounts	5627
molecules	5624
roads	5621
launch	5618
crime	5615
fleet	5612
holding	5609
learned	5605
stay	5602
stored	5599
pure	5596
balance	5593
successfully	5590
picture	5587
politics	5583
circuit	5580
request	5577
joseph	5574
environmental	5571
distributed	5568
produces	5565
affect	5562
prime	5559
revealed	5556
eye	5552
universe	5549
fans	5546
patients	5543
wood	5540
governments	5537
berlin	5534
occasionally	5531
selection	5528
taught	5525
acquired	5522
fundamental	5519
linear	5516
alexander	5513
choose	5510
episodes	5507
n	5504
floor	5501
angle	5498
incorporated	5495
try	5491
benefit	5488
description	5485
die	5482
studied	5479
poland	5476
dates	5473
artist	5470
flat	5467
protein	5464
concluded	5461
hundreds	5459
speak	5456
extra	5453
subjects	5450
approved	5447
electrons	5444
chance	5441
easy	5438
implemented	5435
husband	5432
ideal	5429
planning	5426
concepts	5423
grown	5420
understood	5417
extreme	5414
intelligence	5411
quantum	5408
receiving	5405
scotland	5402
online	5400
knew	5397
unless	5394
jones	5391
rapid	5388
shall	5385
texas	5382
academic	5379
reputation	5376
experiments	5373
explained	5371
park	5368
eyes	5365
sections	5362
audio	5359
persons	5356
store	5353
budget	5350
corresponding	5348
sister	5345
charged	5342
broken	5339
capture	5336
script	5333
rich	5330
moves	5328
opera	5325
williams	5322
progress	5319
logic	5316
massive	5313
root	5311
assumed	5308
writer	5305
post	5302
domain	5299
foot	5297
link	5294
bank	5291
library	5288
document	5285
someone	5283
criticism	5280
everything	5277
huge	5274
linked	5271
performances	5269
represents	5266
seats	5263
thousand	5260
obtain	5258
bad	5255
mechanical	5252
martin	5249
crisis	5247
clearly	5244
colors	5241
sample	5238
instructions	5236
circumstances	5233
electrical	5230
inner	5227
scenes	5225
copies	5222
funds	5219
prominent	5216
straight	5214
personnel	5211
rank	5208
adult	5206
stand	5203
losses	5200
speaking	5198
ago	5195
m	5192
exact	5189
category	5187
fit	5184
housing	5181
necessarily	5179
attended	5176
limits	5173
mark	5171
couple	5168
roughly	5165
seasons	5163
widespread	5160
remove	5157
street	5155
opinion	5152
review	5149
concern	5147
entry	5144
wear	5141
decisions	5139
exception	5136
identify	5133
categories	5131
compounds	5128
council	5126
efficient	5123
algorithm	5120
markets	5118
performing	5115
suitable	5112
electron	5110
males	5107
reaching	5105
serving	5102
slowly	5099
possibility	5097
stages	5094
horse	5092
skills	5089
concerns	5086
collected	5084
mental	5081
moment	5079
younger	5076
let	5074
manufacturing	5071
suggest	5068
recognition	5066
variable	5063
village	5061
add	5058
substantial	5056
styles	5053
detailed	5051
visual	5048
learn	5045
angeles	5043
tells	5040
weak	5038
guitar	5035
defeat	5033
delivered	5030
ending	5028
feel	5025
passing	5023
abandoned	5020
discovery	5018
poetry	5015
lowest	5013
mathematical	5010
apparent	5008
designated	5005
gun	5003
varies	5000
seem	4998
ethnic	4995
gradually	4993
newly	4990
p	4988
plot	4985
supporting	4983
reducing	4980
confirmed	4978
hair	4975
supplies	4973
zone	4970
looking	4968
drug	4965
involving	4963
pain	4960
sell	4958
brief	4955
constitution	4953
benefits	4950
declined	4948
efficiency	4946
spiritual	4943
titles	4941
channels	4938
explain	4936
fear	4933
merely	4931
representation	4929
filled	4926
instruction	4924
perfect	4921
orbit	4919
replace	4916
guns	4914
tracks	4912
goals	4909
articles	4907
lands	4904
matters	4902
conventional	4900
apart	4897
encouraged	4895
newspaper	4892
probability	4890
settlement	4888
silver	4885
succeeded	4883
symptoms	4880
joint	4878
populations	4876
transition	4873
vast	4871
legislation	4869
theorem	4866
votes	4864
immediate	4861
mountains	4859
adapted	4857
fifth	4854
fine	4852
genetic	4850
signs	4847
assistance	4845
consumption	4843
existed	4840
indicated	4838
symbols	4836
traditions	4833
settled	4831
prison	4829
spaces	4826
bass	4824
formula	4822
scientists	4819
transferred	4817
shift	4815
chose	4812
entitled	4810
kingdom	4808
save	4805
shortly	4803
candidates	4801
mountain	4798
one's	4796
desire	4794
mobile	4792
send	4789
lot	4787
sugar	4785
taxes	4782
trading	4780
interpretation	4778
else	4776
proof	4773
reform	4771
serves	4769
charges	4766
bits	4764
committed	4762
bbc	4760
secure	4757
steps	4755
arab	4753
fewer	4751
infrastructure	4748
seek	4746
outer	4744
relation	4742
sort	4739
absolute	4737
drop	4735
files	4733
interface	4730
net	4728
implementation	4726
returning	4724
bound	4721
decline	4719
morning	4717
variations	4715
vector	4713
absence	4710
attributed	4708
cancer	4706
membership	4704
responsibility	4701
spirit	4699
chief	4697
classified	4695
discussed	4693
zealand	4690
discussion	4688
landing	4686
principal	4684
historians	4682
camera	4679
branch	4677
ordinary	4675
regularly	4673
survive	4671
agents	4669
proteins	4666
seconds	4664
universal	4662
interview	4660
accompanied	4658
arrested	4655
distinction	4653
reign	4651
specified	4649
repeated	4647
accurate	4645
agricultural	4643
jobs	4640
unusual	4638
carrying	4636
mounted	4634
oxford	4632
executed	4630
vessels	4627
yellow	4625
easier	4623
evolved	4621
peak	4619
permitted	4617
promote	4615
seat	4613
suit	4610
arranged	4608
tube	4606
unlike	4604
evolution	4602
reduction	4600
union	4598
writings	4596
dangerous	4593
wild	4591
dependent	4589
diameter	4587
pilot	4585
survived	4583
usual	4581
define	4579
equation	4577
noise	4575
particle	4572
rail	4570
circle	4568
installed	4566
interior	4564
none	4562
sounds	4560
streets	4558
variation	4556
wealth	4554
consistent	4552
finding	4550
novels	4548
passes	4545
weapon	4543
executive	4541
experiment	4539
exposure	4537
forest	4535
hunting	4533
integrated	4531
vertical	4529
hour	4527
protected	4525
restricted	4523
egypt	4521
exposed	4519
partly	4517
boat	4515
fashion	4513
situations	4511
virginia	4509
conference	4507
draw	4505
planet	4502
links	4500
strike	4498
tell	4496
printing	4494
sentence	4492
depth	4490
jackson	4488
criminal	4486
identical	4484
returns	4482
roots	4480
telephone	4478
agent	4476
argues	4474
communications	4472
engaged	4470
females	4468
convention	4466
frequent	4464
print	4462
uniform	4460
texts	4458
velocity	4456
transportation	4454
hitler	4452
falls	4450
seemed	4448
elizabeth	4446
administrative	4444
closer	4442
anyone	4440
debt	4439
references	4437
representing	4435
agriculture	4433
laid	4431
interested	4429
duties	4427
wilson	4425
bear	4423
broad	4421
didn't	4419
physics	4417
finite	4415
server	4413
throne	4411
award	4409
copy	4407
meat	4405
fluid	4403
invasion	4401
affairs	4399
experiences	4398
median	4396
ceremony	4394
paintings	4392
vision	4390
ibm	4388
credit	4386
disk	4384
killing	4382
km	4380
losing	4378
demonstrated	4376
faced	4374
apparently	4373
measurement	4371
regard	4369
wine	4367
writes	4365
stopped	4363
sunday	4361
quarter	4359
tanks	4357
spoken	4355
asian	4354
bar	4352
finds	4350
funding	4348
incident	4346
routes	4344
comparison	4342
procedure	4340
begun	4338
museum	4337
hollywood	4335
birds	4333
experimental	4331
mathematics	4329
raise	4327
ruled	4325
biological	4323
consisting	4322
solutions	4320
theatre	4318
twelve	4316
drawing	4314
employees	4312
spectrum	4310
banks	4308
damaged	4307
reactions	4305
stands	4303
blocks	4301
characteristic	4299
firm	4297
homes	4296
visitors	4294
clock	4292
agree	4290
favor	4288
ready	4286
safe	4284
prove	4283
francisco	4281
accused	4279
flying	4277
desired	4275
painted	4274
varying	4272
christians	4270
answer	4268
consisted	4266
